_id,ETSB Name,Report Year,Population,Contact,Contact Email,Contact Phone,Illinois Surcharge,Wireline Surcharge,VoIP Surcharge,Local Funds,Grant Funds,Interest Income,Contractual Services Revenue,Other Revenue,BOY Reserve Balance,Expenses Not Classified Above,Operating Expenses,Primary PSAPS,Secondary PSAPS,Infrastructure,Call Taking,Radio,CAD,Mapping,EMD,Other Equipment/Software,Coordinator/Director Salary,Telecommunicators Salaries,Mapping/GIS Salaries,Technical/IT Salaries,Other Salaries,Fringe Benefits,Capital Improvements,Leases,Utilities,Emergency Backup,Insurance,Furniture/Fixtures,Office Supplies,Other Facility Costs,Telephone/9-1-1 Trunks,NG 9-1-1/ESInet,Microwave/Broadband,Training/Memberships,Travel,Membership Dues,Legal,Audit,Translation,Contract Fees to Other 9-1-1,Other Professional Services,State Consol. Grant Funds,Remaining Cash Balance,Vehicle,Mobile Data Terminals,Software Licenses,Voice/Data Logging Recorder,Other Personnel Cost,Radio Ciruits,Conferences,Certifications,Public Education,Mapping/Addressing/GIS Professional Services
69,Boone County ETSB,2018,"53,500",Jeanine Kaplan,Jeaninekaplan@boonecountysheriff.com,815-547-6609,683483.22,0,0,0,0,5385.11,0,0,476846,0,0,1,0,0,3151.52,3368.48,17014,4500,66350,3816,18926.79,0,0,65000,0,40233.82,0,0,0,11230.76,0,7566,2082,1182,19891,0,7200,2180,0,1160,0,0,448.5,0,4393,0,202420,0,29216,0,0,192,0,3619,7828,2346,0
70,Boone County ETSB,2019,"53,500",Jeanine Kaplan,jeaninekaplan@boonecountysheriff.com,815-547-6609,729244.68,0,0,0,0,23833.7,0,0,732381.36,0,0,1,0,17762.84,0,3368,0,0,11667.5,0,19305.35,900,0,66300,0,39678.3,0,0,0,16237.44,0,5130.14,1472.64,6509.27,15096.62,0,8100,971.39,0,2442,0,0,566.25,0,2477,0,311070.71,0,37999.36,1247.46,3905,196,0,4333.13,8316.79,3827.29,0
71,Boone County ETSB,2020,"53,500",Jeanine Kaplan,jeaninekaplan@boonecountysheriff.com,815-547-6609,757849.41,0,0,0,0,11792.05,0,0,1405958,0,0,1,0,27655.93,568.13,26216.89,16458,4500,10251,0,19807.23,0,0,74256,0,42720.1,0,0,0,78460.96,0,13180.97,1483.72,3363.53,22168.4,0,6300,2176.44,0,1084,0,0,642.75,0,0,0,111904,0,29507.9,10500,29081.33,2324,0,1684.85,5218,300.03,0
72,Bridgeview ETSB,2013,"16,446",Jeffrey S. Bishop,jbishop@villageofbridgeview.com,708-924-8017,0,94259,34000,305185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11295,0,0,0,0,0,0,0,0,422149,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Bridgeview ETSB,2014,"16,446",Jeffrey S. Bishop,jbishop@villageofbridgeview.com,708-924-8017,0,101789,35329,452261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13382,0,0,0,0,0,0,0,0,575997,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Bridgeview ETSB,2015,"16,446",Jeffrey S Bishop,cdkaccounting@sbcglobal.net,708-924-8017,0,53743,37272,466639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11342,0,0,0,0,0,0,0,0,546312,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Bridgeview ETSB,2016,"16,446",(*blank*),(*blank*),(*blank*),0,47171.18,40635.02,487152.75,0,0,55235.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12381.66,0,0,0,0,0,0,0,0,617813,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Broadview ETSB,2013,"7,963",Paul Kurtzner,pkurtzner@broadview-il.gov,7083456550,61214.81,76721.52,653.16,0,0,75.12,0,0,154008.8,1002,0,1,0,885.38,0,0,2735,7028.09,0,8885,80000,57531.45,0,0,0,0,0,0,0,0,0,0,3128.68,0,11447.52,0,0,334,1433.32,222,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Broadview ETSB,2014,"7,971",Paul Kurtzner,pkurtzner@broadview-il.gov,7083456550,57256.98,69664.61,629.22,0,0,102.82,0,0,118259.81,691.55,279.15,1,0,18533.2,0,1273,0,6650,0,8885,80000,0,0,0,0,0,0,0,0,0,0,0,3040.57,0,13217.28,0,0,349,1066.2,229,500,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Broadview ETSB,2015,"8,100",Paul Kurtzner,pkurtzner@broadview-il.gov,7083456550,64891.76,66164.49,633,0,0,137.07,0,0,7258.28,2565.13,0,1,0,9645.74,10872,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,989.56,0,13826.57,0,0,1425,2571.36,229,500,1943.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Broadview ETSB,2016,"7,932",(*blank*),pkurtzner@broadview-il.gov,(*blank*),60546.42,49973.01,461.52,0,0,129.43,0,0,14516,1357.35,0,1,0,8885,9558.18,0,0,0,0,0,83200,0,0,0,0,0,0,0,0,0,0,0,657.07,0,7705.74,0,0,375,2451.36,229,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Broadview ETSB,2017,"7,918",Paul Kurtzner,pkurtzner@broadview-il.gov,708-345-6550,129023.08,0,0,0,0,949.01,0,75.64,191628.91,0,2772.5,1,0,716.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445.92,0,0,0,2818.87,229,0,5,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0
81,Broadview ETSB,2018,"7,918",Paul Kurtzner,pkurtzner@broadview-il.gov,708-345-6550,173236.35,0,0,0,0,4203.52,0,0,300000,0,0,1,0,25281.95,1475.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988.28,0,0,10371.04,0,759,0,0,0,0,0,0,12039,0,0,0,0,954,0,3663.04,0,2977.11,0
82,Broadview ETSB,2019,"7,800",Paul Kurtzner,pkurtzner@broadview-il.gov,7083456550,83575.79,0,0,0,0,8569.71,0,0,312039,0,0,1,0,49015.49,0,0,0,0,0,0,0,0,0,0,0,0,321088,0,0,0,0,0,9570.17,0,3756.8,0,0,6966.7,0,700,200,0,0,0,0,0,0,0,0,0,0,10031.11,0,0,0,2856.19,0
83,Brookfield E9-1-1,2013,"18,978",James Episcopo,jepiscopo@brookfieldil.gov,708-485-8131,78580,130397,0,0,0,0,0,0,0,0,0,1,1,0,5396,0,0,0,0,0,0,268650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Brookfield E9-1-1,2014,"18,978",James Episcopo,jepiscopo@brookfieldil.gov,708-485-8131,90669,105637,0,0,0,0,0,0,-65069,0,0,1,1,0,0,0,0,0,0,0,0,261434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Brookfield E9-1-1,2015,"18,978",James Episcopo,jepiscopo@brookfieldil.gov,708-485-8131,109038.99,79040.95,0,0,0,0,0,0,-130197,0,0,1,1,0,0,0,0,0,0,0,0,242330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Brookfield E9-1-1,2016,"18,978",(*blank*),(*blank*),(*blank*),117066,77962,0,0,0,0,0,0,-184447,0,0,0,0,0,0,0,0,0,0,0,0,209470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Brown County ETSB,2016,"6,829",(*blank*),briangallaher@frontier.com,(*blank*),0,42024.48,3989.28,1720,0,110.72,0,0,110317.39,0,0,1,0,3780.85,0,429,0,535,1707,0,0,0,0,0,0,0,750,0,0,0,0,0,367.15,0,1607.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Brown County ETSB,2017,"6,829",Brian J Gallaher,briangallaher@frontier.com,217-773-2113,90962.28,0,0,0,0,89.11,0,230,0,0,0,1,0,0,66276.86,0,0,972,1267,0,0,0,0,0,0,0,1945.62,0,398.55,1012.41,3299,32153.23,0,0,4761.64,0,0,5,0,0,0,0,0,0,0,0,119111.29,0,0,0,0,0,702,0,200,0,29200
89,Brown County ETSB,2018,"6,829",Brian J. Gallaher,b.gallaher@browncoil.org,217-773-2113,143421.22,0,0,0,0,152.06,0,100,0,0,200,1,0,98,689.94,965.49,0,0,1169,0,0,0,0,0,0,0,33805.25,0,719.4,0,7332,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,60805.87,0,0,0,0,0,936,0,100,0,3190
90,Brown County ETSB,2019,"6,556",Brian J. Gallaher,b.gallaher@browncoil.org,217-773-2113,193675.03,0,0,0,0,559.05,0,175,0,0,123.85,1,0,1406,8960,4402.17,0,7423.32,1813,7700,0,0,0,0,0,0,28579.46,0,0,0,3739,0,0,0,0,0,984.27,280,0,0,0,0,0,0,0,0,163322.1,0,0,0,0,0,936,0,200,0,0
91,Brown County ETSB,2020,"6,578",Brian J. Gallaher,b.gallaher@browncoil.org,217-773-2113,171533.82,0,0,0,0,422.9,0,260,0,0,0,1,0,0,9178.4,850.68,8500,3390,1783,0,0,0,2730,9000,0,0,3676,0,0,0,3803,0,88,0,0,0,709.4,570,0,0,0,0,0,0,37500,0,287584.11,0,0,0,0,0,936,0,405,0,650
92,Burbank ETSB,2015,"28,886",(*blank*),(*blank*),(*blank*),0,42994.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42994.47,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Burbank ETSB,2016,"28,886",(*blank*),(*blank*),(*blank*),0,44839.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44839.74,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Bureau County E9-1-1,2013,"34,570","Diana Stiles, Director",the.director@buecomm.com,815-879-3803,202082,216750.02,88235.75,0,0,4695.85,12288,3548,750000,21406.83,198,1,2,5324.81,31219.2,7669.1,0,4025,0,0,62500,243846.16,0,0,200,13188,0,554.44,17455.83,1656.79,7772,1370.91,8545.63,4781.33,143043,0,0,4327.22,7599.94,1564,0,0,498.22,0,1490.7,0,0,0,0,0,0,0,0,0,0,0,0
95,Bureau County E9-1-1,2014,"34,570","Diana Stiles, Director",the.director@buecomm.com,815-879-3803,141567.04,141567.04,85502.42,0,0,1491.66,11577,4091.34,701218,15461.47,198,1,2,5325,7964.07,13252.07,0,4025,0,0,65000,254174.29,0,0,155.1,9352.15,0,568.02,15670.03,11019.74,7995,3127.17,4709.93,2253.01,101896.33,0,0,2247.49,5708,1200,0,0,91.99,0,500,0,0,0,0,0,0,0,0,0,0,0,0
96,Bureau County E9-1-1,2015,"33,840",Diana Stiles,the.director@buecomm.com,815-879-3803,183905.35,218168.13,47723.46,0,0,1470.52,0,4091,615000,6450.33,0,1,2,5394.18,41636.96,18333.66,0,4025,0,0,62153.27,241143.51,0,0,0,6444,0,3602.64,16406.98,3530.62,0,0,7372.17,0,114941.46,0,0,1785,1371.84,780.1,0,0,18,0,1920.36,0,0,0,0,0,0,0,0,0,0,0,0
97,Bureau County E9-1-1,2016,"35,600",(*blank*),the.director@buecomm.com,(*blank*),267672.2,153772.22,0,0,0,1242,10800,0,500000,14322.97,0,1,2,5578,0,6596.13,0,4025,0,0,65282.79,208082.48,0,0,10970.32,13200,0,0,17037.66,16562.08,9284,494.14,3349,1963.84,135218.12,0,0,2383,752.34,269,1906.5,0,8.82,0,1275.5,0,0,0,0,0,0,0,0,0,0,0,0
98,Bureau County E9-1-1,2017,"35,600",Diana Stiles,the.director@buecomm.com,815-879-3803,439416.61,0,0,0,0,806.83,32900,17946.37,350000,367.85,0,1,3,13906.83,7000,0,0,4025,0,0,70817.57,310401.31,3000,9366.49,0,81859.18,40544.07,7656.54,17682.36,1934,5727,7602.9,5056.26,5716.41,8011.86,2650.5,0,6387.06,702.89,0,74,0,8.4,0,4534.94,0,1000,0,0,0,5241.75,0,8616.02,2671.74,288.95,0,0
99,Bureau County E9-1-1,2018,"35,600",Diana Stiles,the.director@buecomm.com,815-879-3803,594592.33,0,0,0,0,97.71,118360.59,4264.08,250000,0,0,1,0,0,8900,4255.6,17150,4025,0,16381,75943.71,378247.84,3032,2321.12,0,94454,0,7898.09,19571.27,3063.24,2503,2778.31,7929.61,826.12,8657.68,0,0,6688.34,0,92,1021,0,76.01,0,951.14,0,25000,0,0,0,4640.12,430,0,929.75,0,543.22,0
100,Bureau County E9-1-1,2019,"35,600",Diana Stiles,the.director@buecomm.com,815-879-3803,621395.22,0,0,111900,0,773.54,15111.08,916.54,250000,0,0,1,0,6837.16,4162.26,0,19125,4025,0,0,81253.13,388860.53,0,1742.81,0,78068.24,0,0,19623.4,2590.63,11677,0,5295.83,5935.58,8853.43,0,0,2521,0,236,2553,0,68.9,0,0,0,15000,2535,0,0,4779.34,2496.01,16412.32,2772,0,530.2,0
101,Bureau County E9-1-1,2020,"35,600",Diana Stiles,the.director@buecomm.com,815-879-3803,643546.56,0,0,0,0,77.04,109575,15562.52,300000,0,0,1,0,0,0,7956.46,717.88,4625,0,0,79860.26,403553.66,0,0,0,83149.73,0,691.66,20293.81,8184.82,2431,7473.4,8919,2244.71,8993.93,0,14672.5,395.66,0,380,15232.5,0,5.13,0,3377.5,0,85000,0,0,7579.86,4922.73,1668.45,0,0,3803.72,5016.53,0
102,Burr Ridge ETSB,2013,"10,559",Jerry Sapp,jsapp@burr-ridge.gov,630-654-8181,0,74798.79,0,0,0,5014.55,0,0,337162,0,0,0,0,0,0,0,70560,0,0,0,0,0,0,0,0,0,172102,0,12323.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18921.12,563.54,0,0,0,0,0,0,0,0,0,0,0,0
103,Burr Ridge ETSB,2014,"10,559",Jerry Sapp,jsapp@burr-ridge.gov,630-654-8181,0,57684.27,0,0,0,-1324,0,0,142505,0,0,0,0,0,0,3232.6,0,0,0,0,0,0,0,0,0,0,13206.09,0,12365.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15077.6,538.26,0,0,0,0,0,0,0,0,0,0,0,0
104,Burr Ridge ETSB,2015,"10,559",Jerry Sapp,jsapp@burr-ridge.gov,630-654-8181,0,55442.47,0,0,0,4936.21,0,0,154445,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,15520,0,12375.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15890.4,426.92,0,0,0,0,0,0,0,0,0,0,0,0
105,Burr Ridge ETSB,2016,"10,559",(*blank*),jsapp@burr-ridge.gov,(*blank*),0,36790,0,0,0,2546,0,0,170203,0,8118,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,131053,0,8254.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9583.2,316,0,0,0,0,0,0,0,0,0,0,0,0
106,CalComm Regional Joint ESTB,2017,"39,373",John Allen,jallen@chicom.com,6308323211,138531,0,0,280000,0,0,358334,391976,0,646,1364,1,0,0,0,0,0,0,0,23387,128799,880200,0,0,0,23250,0,35,1526,0,0,0,3212,36823,4990,0,26536,0,222,137,36799,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0
107,CalComm Regional Joint ESTB,2018,"51,881",John Allen,jallen@chicomm.com,1-630-832-3311,536354,0,0,104753,0,328,694099,6315,0,0,1597,1,0,1800,0,0,0,0,0,0,92952,941703,0,0,0,23375,0,3270,2460,0,0,0,1627,47185,29839,0,0,2161,0,0,1200,465,0,0,694,0,0,21,0,190735,0,765,0,0,0,0,0
108,CalComm Regional Joint ESTB,2019,"51,881",John Allen,Jallen@chicomm.com,6308323311,848974.31,0,0,808328,0,351.07,0,0,109749,0,0,1,0,149222,84201.56,0,108000,0,0,0,106783,1152663,0,0,11441,10863,0,3617,3053,0,0,0,3182,54932,41193,0,0,1410,0,0,10100,3435,0,0,0,257221.63,0,0,0,0,0,380,0,513,0,0,0
109,CalComm Regional Joint ESTB,2020,"51,181",John Allen,Jallen@chicomm.com,630-832-3311,673031,0,0,0,0,300,706726,0,279635,0,2886,1,0,404354,75568,0,0,6277,0,0,113651,1281136,0,15663,0,109099,0,2017,2098,0,0,9220,8511,37275,22543,0,0,871,0,1613,4688,2038,0,0,0,0,0,423,0,0,15911,1695,0,0,0,0,0
110,Calumet City ETSB,2017,"39,500",Command William Siems,wsiems@calumetcity.org,7088682500,243572,0,0,0,0,0,35326,1641,125955,0,201930,1,0,0,5760,11792,56705,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,28236,0,27044,948,2576,0,2300,3800,475,0,0,0,0,0,0,0,0,0,47160,0,0,0,0
111,Calumet City ETSB,2018,"36,633",Michelle Uginchus,Mcelmer@calumetcity.org,7088682500,295132,0,0,0,0,0,49669,1652,0,0,18001,1,0,0,15040,82750,58402,0,0,6345,0,0,3750,0,0,0,0,0,0,13522,0,0,286,0,0,0,0,0,0,0,0,0,246,0,0,0,10068,0,63690,0,0,264,0,0,0,0,12169
112,Calumet City ETSB,2019,"36,633",Michelle Uginchus,Mcelmer@calumetcity.org,7088682500 8401,462289.89,0,0,0,132611.47,0,42624.06,825.96,0,0,0,1,0,0,79059.2,65449.1,346297.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.4,9994,0,0,0,368.06,0,0,0,0,323.55,0,248,0,16827.81,0,12107.82,0,339.96,0,0,0,0,0,4500
113,Calumet City ETSB,2020,"36,000",Michelle Uginchus,mcelmer@calumetcity.org,7088682500,454374.14,0,0,0,0,0,34397.32,0,0,0,0,1,0,0,130128.7,46175.25,187142.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,52846.18,0,0,803,0,700,0,0,339.2,0,0,0,136112,0,0,0,0,0,0,0,0,0,0
114,Calumet City-Burnham ETSB,2013,"37,199",Jared Astor,jastor@calumetcity.org,708-868-2500,87057,46943,0,0,187759,0,0,0,311376,0,0,4,2,0,0,28104,0,8500,0,0,0,0,0,0,0,0,39425,0,0,1209,0,0,700,0,66700,0,0,5518,0,0,2280,6269,0,0,4018,0,0,0,0,0,0,0,0,0,0,0,0
115,Calumet City-Burnham ETSB,2014,"37,199",Jared Astor,jastor@calumetcity.org,708-868-2500,86929,52552,0,0,193307,0,0,0,302463,0,0,4,2,0,27652,21770,1594,1350,0,0,0,0,0,0,0,0,290168,0,0,112,0,0,786.54,0,74834,0,390,3010,1569,0,0,6390,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Calumet City-Burnham ETSB,2015,"37,199",Jared Astor,jastor@calumetcity.org,708-868-2500,92641,51210,0,0,154631,0,0,0,209550,0,0,4,2,1200,26000,30000,120000,0,0,0,0,0,0,0,0,0,72000,0,15200,3200,0,0,675,0,0,514,2100,154510,2154,0,0,7000,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Calumet City-Burnham ETSB,2016,"37,240",(*blank*),jastor@calumetcity.org,(*blank*),306336,0,0,14977,0,0,0,14753,167719,0,781,4,2,0,0,28236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7974,77780,0,0,4517,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Calumet Park ETSB,2013,"8,500",Gerard Corrigan,Gcorrigan@calumetparkvillage.org,708-385-6862,13344,7152,0,0,0,0,273892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294387.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Calumet Park ETSB,2014,"8,500",Gerard Corrigan,Gcorrigan@calumetparkvillage.org,708-385-6862,13326,9126,0,0,0,0,271936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294387.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Calumet Park ETSB,2015,"8,500",Mark Davis,chiefdavis@aol.com,708-653-9965,13326,9126,0,0,0,0,-259390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259390,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Calumet Park ETSB,2016,"18,448",(*blank*),DIRECTORMDAVIS@AOL.COM,(*blank*),0,36498,0,0,0,3,236130,0,0,5896,0,1,2,0,0,0,137217,0,1500,0,95930,142500,0,0,0,0,0,0,7117,0,0,0,2000,1300,2328,17000,0,0,0,0,0,0,1548,240000,10000,0,0,0,0,0,0,0,0,0,0,0,0
122,Carroll County ETSB,2013,"15,387",Matt Magill,mattmag@gmail.com,815-238-0380,90473,127373,1557,359,0,748,0,0,151040,2427,0,1,1,0,60938,0,0,0,0,0,0,103245,0,0,0,0,0,0,0,0,0,0,92,0,60754,0,0,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Carroll County ETSB,2014,"15,387",Matt Magill,mattmag@gmail.com,815-238-0380,80356,120798,1536,28,0,430.67,0,0,142530,2227,0,1,1,0,46333,0,0,0,0,0,0,72536,0,0,0,0,0,0,0,0,0,0,661,0,55150,0,0,5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Carroll County ETSB,2015,"15,387",Matt Magill,mattmag@gmail.com,815-238-0380,89684,113826,1557,6,0,489,0,0,162834,1493,0,1,1,0,51861,0,0,0,0,0,0,52626,0,0,0,0,0,0,0,0,0,0,1405,0,59678,0,0,2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Carroll County ETSB,2016,"15,387",(*blank*),mattmag@gmail.com,(*blank*),159857.97,84533.46,21658.28,28,0,547.92,0,0,246694.76,647.5,0,1,1,0,0,0,99212.17,0,0,0,0,54904.83,0,0,0,0,0,0,0,0,0,0,355.17,0,60862.56,0,0,2953.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Carroll County ETSB,2017,"15,387",Matt Magill,mattmag@gmail.com,815-238-0380,234024,0,0,0,0,0,0,0,209306.27,0,0,1,0,0,34240,24702,0,0,0,0,0,37162,0,0,0,13822,97190,0,0,0,0,0,0,1189,8905,0,0,3204,0,0,0,0,0,0,0,0,143827,0,0,0,0,0,0,0,0,0,0
127,Carroll County ETSB,2018,"15,387",Matt Magill,mattmag@gmail.com,815-238-0380,298537,0,0,0,0,0,0,0,0,0,0,1,0,0,39714,19273,0,0,0,0,0,34622,0,0,0,13806,96728,0,0,2269,0,0,0,286.08,3904,0,0,5131,0,0,0,0,0,0,0,0,267454,0,537,0,0,0,0,0,0,1615,0
128,Carroll County ETSB,2019,"15,387",Matt Magill,mattmag@gmail.com,815-238-0380,349889,0,0,0,0,1258,0,0,0,0,0,1,0,0,25628,21990,22720,0,0,0,0,35825,0,991,0,14466,37058,0,0,1834,0,0,0,0,4999,0,0,1922,0,0,0,0,0,0,0,0,347664,0,0,0,0,0,0,0,0,771,0
129,Carroll County ETSB,2020,"15,387",Matt Magill,mattmag@gmail.com,815-238-0380,335982,0,0,0,0,1718,0,0,0,0,0,1,0,0,30127,18829,26361,0,0,0,0,42445,0,991,0,7361,92084,0,0,155,0,0,1626,0,15403,0,0,6120,0,0,0,0,0,0,0,0,530607,0,0,0,0,0,0,0,0,0,0
130,Cass County E9-1-1,2013,"13,642",Victoria L DeFord,casscoe911@casscomm.com,217-452-7187,111541.42,83897.28,6159.38,1900.32,0,3090.27,101626.14,0,651522,5950.79,2558.05,1,0,2994.79,0,34136.04,11866.31,1705,0,0,45212.45,170607.2,0,0,0,8377.43,0,0,1172.55,6850.98,0,0,4713.61,84.5,38993.8,0,0,822.88,0,130,0,0,28.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Cass County E9-1-1,2014,"13,642",Victoria L DeFord,casscoe911@casscomm.com,217-452-7187,97578.76,77638,6201.7,3450.04,1072.7,2318.89,100078.88,0,600698,5423.25,2007.91,1,0,11808.28,12549,31384.1,9052.08,6315,78,0,45375.07,166645.47,0,0,0,8429.99,0,0,927.34,0,0,0,3858.87,6533.02,39684.07,0,0,2856.36,0,0,0,0,19.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Cass County E9-1-1,2015,"13,642",Victoria L DeFord,casscoe911@casscomm.com,217-452-7187,106078,73250,6442,0,0,1577,109349,6630,0,5590.07,1688,1,0,10117.01,12549,0,12375,5133,78,0,46797,191847,0,0,0,8410,0,0,1144.9,9822.67,0,0,2801,1078,39438,0,0,1617,0,137,190,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Cass County E9-1-1,2016,"13,642",(*blank*),casscoe911@casscomm.com,(*blank*),129785,72777,7548,0,0,1643.01,121084,7472,564169,4966.26,979.79,1,0,2021.38,8325,4475.79,12375,3315,78,0,46803,161143,0,0,0,7909,0,0,1446.23,2999.31,0,0,1713.02,434,39927.46,0,0,5505.37,0,137,722,0,16.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Cass County E9-1-1,2017,"12,676",Victoria DeFord,casscoe911@casscomm.com,217-452-7187,200083,0,0,0,0,2482,135491,75087,579106,4996.96,2355.55,1,0,0,5385,4522.64,11250,3900,0,1406.92,55591,113422,0,0,0,43660,0,900,3981.51,1692.86,0,0,0,0,0,0,0,3948.83,639.77,0,0,0,49.94,0,0,0,57159,0,0,0,0,0,0,0,0,0,0
135,Cass County E9-1-1,2018,"12,505",Victoria DeFord,casscoe911@casscomm.com,217-452-7187,220067.5,0,0,0,0,3365.9,142789.9,29982.5,185965.75,0,567,1,0,0,0,24108.44,11250,3900,0,4113.56,57978.17,128446.16,0,0,0,38875.94,3441.43,900,1891.06,1023.28,0,0,2225.31,744.14,2449.34,0,0,1357.19,0,142,0,0,7.54,0,0,0,640010.42,1171.12,0,0,132.5,889.15,0,1013.67,2821.77,0,0
136,Cass County E9-1-1,2019,"12,260",Victoria L DeFord,casscoe911@casscomm.com,217-452-7187,231887.1,0,0,0,0,5425,150564,19241,187447,0,0,1,0,0,0,63499.89,13750,3900,29700,596.21,57952,152272,0,2127,0,32278,0,1800,2594.88,4193.79,0,8921.94,3892.53,6953,2580,0,0,1614.77,0,142,0,0,43.88,0,0,0,745286,1561.65,0,0,0,692.58,0,736.78,4420.46,0,0
137,Cass County E9-1-1,2020,"12,147",Victoria L DeFord,casscoe911@casscomm.com,217-452-7187,197365,0,0,0,0,4637,144496.24,13493.59,187447,0,148.71,1,0,0,0,7132.74,12656.25,4095,13827,530.64,66998,171886,0,0,0,41396,0,900,4473.6,4397.44,0,0,4066.65,3778,3967.96,0,0,2308,0,192,0,0,2.36,0,0,0,756180,574.48,0,214.49,0,594.76,0,0,0,0,4220
138,Cencom E9-1-1,2013,"65,000",Director Lisa Berger,lberger@cencom911.net,(847) 270-9121,,,,0,0,241,0,108,498891,0,0,0,0,0,0,274357,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,5793,0,500,0,35144,0,0,0,0,0,740,5775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
